trial,seconds,ms,parse_ok,wire_cmd,prompt_tokens,output_tokens,total_ms_ollama,load_ms_ollama,prompt_eval_ms_ollama,eval_ms_ollama,error
1,0.814273200000116,814.273200000116,1,SET 1,202,7,811.1522,330.8772,59.2238,337.2628,
2,0.790448500000366,790.448500000366,1,SET 1,202,7,788.1021,311.5738,60.415,327.1041,
3,0.7640046999999868,764.0046999999868,1,SET 1,202,7,760.8005,300.4216,55.8765,320.7517,
4,0.7422885000000861,742.2885000000861,1,SET 1,202,7,740.3822,287.5183,53.6013,316.5905,
5,0.8045443999999407,804.5443999999407,1,SET 1,202,7,801.0468,343.3761,51.903,319.2489,
6,0.7751158999999461,775.1158999999461,1,SET 1,202,7,772.6034,313.7721,54.5503,318.8824,
7,0.7573909000002459,757.3909000002459,1,SET 1,202,7,753.8857,297.8951,51.2159,321.2254,
8,0.7537668999998459,753.7668999998459,1,SET 1,202,7,750.8809,291.3664,55.3104,319.0888,
9,0.8082460000000538,808.2460000000538,1,SET 1,202,7,805.3665,339.869,57.808,324.5529,
10,0.7973876999999447,797.3876999999447,1,SET 1,202,7,795.661,318.2676,56.3688,328.2268,
11,0.736600400000043,736.600400000043,1,SET 1,202,7,733.2324,212.8956,61.6542,368.7585,
12,0.7702711000001727,770.2711000001727,1,SET 1,202,7,767.4398,269.8384,60.235,347.6284,
13,0.7634760000000824,763.4760000000824,1,SET 1,202,7,760.7853,302.7705,53.8288,320.0548,
14,0.7454148999995596,745.4148999995596,1,SET 1,202,7,742.4628,285.5308,52.4589,319.064,
15,0.7651104000001396,765.1104000001396,1,SET 1,202,7,761.8448,304.0484,56.77,314.8919,
16,0.7967336000001524,796.7336000001524,1,SET 1,202,7,793.4988,327.0153,53.2608,327.3351,
17,0.7608046000000286,760.8046000000286,1,SET 1,202,7,758.7896,286.7668,56.3451,328.9715,
18,0.7800491999996666,780.0491999996666,1,SET 1,202,7,776.9842,305.5155,56.6942,330.2173,
19,0.8060254000001805,806.0254000001805,1,SET 1,202,7,803.1825,326.2262,54.9667,333.2939,
20,0.792851900000187,792.851900000187,1,SET 1,202,7,790.8349,315.0453,57.5061,330.5908,
21,0.7388479000001098,738.8479000001098,1,SET 1,202,7,737.189,255.5617,53.6279,341.2939,
22,0.7804722999999285,780.4722999999285,1,SET 1,202,7,777.8776,300.8112,56.946,332.4095,
23,0.7876373999997668,787.6373999997668,1,SET 1,202,7,784.4687,329.6424,55.2188,314.6761,
24,0.7921653999997034,792.1653999997034,1,SET 1,202,7,789.4492,332.7761,53.5345,314.7837,
25,0.7502397000002929,750.2397000002929,1,SET 1,202,7,747.7782,286.0158,55.037,324.8334,
26,0.7727740999998787,772.7740999998787,1,SET 1,202,7,769.712,311.827,55.5044,318.5774,
27,0.7673180000001594,767.3180000001594,1,SET 1,202,7,764.6502,318.2641,53.2425,306.9859,
28,0.815109399999983,815.109399999983,1,SET 1,202,7,813.624,339.2896,55.1216,331.7453,
29,0.7602987999998732,760.2987999998732,1,SET 1,202,7,757.3764,298.6963,55.5928,319.6042,
30,0.7669053999998141,766.9053999998141,1,SET 1,202,7,763.6723,318.2458,52.4808,308.6973,
31,0.8130922000000282,813.0922000000282,1,SET 1,202,7,810.5526,327.2349,55.7713,339.9764,
32,0.7796341999996912,779.6341999996912,1,SET 1,202,7,776.9841,300.9084,58.9694,329.8052,
33,0.7903424999999515,790.3424999999515,1,SET 1,202,7,787.3074,341.3439,53.2428,310.8942,
34,0.7244574999999713,724.4574999999713,1,SET 1,202,7,721.7466,273.592,54.8765,308.5154,
35,0.7922215999997206,792.2215999997206,1,SET 1,202,7,789.7368,323.0305,54.9062,327.7846,
36,0.7955655000000661,795.5655000000661,1,SET 1,202,7,792.2398,320.3463,55.7478,329.2345,
37,0.7888919000001806,788.8919000001806,1,SET 1,202,7,786.0652,315.8589,56.8691,329.9005,
