trial,seconds,ms
1,0.5485453000001144,548.5453000001144
2,0.6489959999998973,648.9959999998973
3,0.639296700000159,639.296700000159
4,0.6369400999992649,636.9400999992649
5,0.672728399999869,672.728399999869
6,0.6599913999998535,659.9913999998535
7,0.6315871999995579,631.5871999995579
8,0.6546926999999414,654.6926999999414
9,0.6707098999995651,670.7098999995651
10,0.6372260999996797,637.2260999996797
11,0.6682941999997638,668.2941999997638
12,0.6706051999999545,670.6051999999545
13,0.6625242999998591,662.5242999998591
14,0.6567032000002655,656.7032000002655
15,0.6525693999992654,652.5693999992654
16,0.6744716000002882,674.4716000002882
17,0.6902007999997295,690.2007999997295
18,0.6780918000004021,678.0918000004021
19,0.6592785999991975,659.2785999991975
20,0.6701437000001533,670.1437000001533
21,0.6786510000001726,678.6510000001726
22,0.6544671999999991,654.4671999999991
23,0.6763996000008774,676.3996000008774
24,0.655984900000476,655.984900000476
25,0.6480856999996831,648.0856999996831
26,0.6717828000000736,671.7828000000736
27,0.6804707000001144,680.4707000001144
28,0.6610860999999204,661.0860999999204
29,0.6699657999997726,669.9657999997726
30,0.6685391000000891,668.5391000000891
31,0.6767526999992697,676.7526999992697
32,0.6805689999991955,680.5689999991955
33,0.6775121999999101,677.5121999999101
34,0.6510378000002675,651.0378000002675
35,0.6731901000002836,673.1901000002836
36,0.6687771999995675,668.7771999995675
37,0.6588196999991851,658.8196999991851
38,0.6807828000000882,680.7828000000882
39,0.6811805999996068,681.1805999996068
40,0.6717656000000716,671.7656000000716
41,0.6735914999999295,673.5914999999295
42,0.6602229000000079,660.2229000000079
43,0.6748129000006884,674.8129000006884
44,0.6715379000006578,671.5379000006578
45,0.6608365000001868,660.8365000001868
46,0.6722867999997106,672.2867999997106
47,0.6669540000002598,666.9540000002598
48,0.6733216000002358,673.3216000002358
49,0.6669907000004969,666.9907000004969
50,0.6728950999995504,672.8950999995504
51,0.6906103000001167,690.6103000001167
52,0.6744357999996282,674.4357999996282
53,0.6808432999996512,680.8432999996512
54,0.6670023999995465,667.0023999995465
55,0.6735835999998017,673.5835999998017
56,0.6821823999998742,682.1823999998742
57,0.6560067000000345,656.0067000000345
58,0.6713986000004297,671.3986000004297
59,0.6699576999999408,669.9576999999408
60,0.6551712000000407,655.1712000000407
61,0.6796355999995285,679.6355999995285
62,0.6599390999999741,659.9390999999741
63,0.664270199999919,664.270199999919
64,0.6709821000004013,670.9821000004013
65,0.6798617000004015,679.8617000004015
66,0.6563374000006661,656.3374000006661
67,0.6740821000003052,674.0821000003052
68,0.6672067999998035,667.2067999998035
69,0.6626737999995385,662.6737999995385
70,0.6577342000000499,657.7342000000499
71,0.6844456999997419,684.4456999997419
72,0.638452099999995,638.452099999995
73,0.660394799999267,660.394799999267
74,0.6545741999998427,654.5741999998427
75,0.6313335000004372,631.3335000004372
76,0.6502620000001116,650.2620000001116
77,0.6644249999999374,664.4249999999374
78,0.6271163000001252,627.1163000001252
79,0.6763313999999809,676.3313999999809
80,0.6571943999997529,657.1943999997529
81,0.6164757999995345,616.4757999995345
82,0.6690825999994559,669.0825999994559
83,0.6818779000004724,681.8779000004724
84,0.6501876000002085,650.1876000002085
85,0.6666838999999527,666.6838999999527
86,0.6517679999997199,651.7679999997199
87,0.6720584000004237,672.0584000004237
88,0.6683985999998185,668.3985999998185
89,0.6709930999995777,670.9930999995777
90,0.6778988000005484,677.8988000005484
91,0.6673562999994829,667.3562999994829
92,0.6888831999995091,688.8831999995091
93,0.6675414999999703,667.5414999999703
94,0.6680843000003733,668.0843000003733
95,0.6792420000001584,679.2420000001584
96,0.6534751999997752,653.4751999997752
97,0.6661447999995289,666.1447999995289
98,0.6739720999994461,673.9720999994461
99,0.6623539000001983,662.3539000001983
100,0.6603186000002097,660.3186000002097
