trial,seconds,ms
1,0.533618400000023,533.618400000023
2,0.557284399999844,557.284399999844
3,0.5440128999998706,544.0128999998706
4,0.5395229000000654,539.5229000000654
5,0.5350034999999025,535.0034999999025
6,0.5359495000000152,535.9495000000152
7,0.5501087000000098,550.1087000000098
8,0.5284927000000152,528.4927000000152
9,0.5569878000001154,556.9878000001154
10,0.5453969000000143,545.3969000000143
11,0.5446371000000454,544.6371000000454
12,0.5668415000000095,566.8415000000095
13,0.5447826000001896,544.7826000001896
14,0.5434358999998494,543.4358999998494
15,0.5225154999998267,522.5154999998267
16,0.5348109999999906,534.8109999999906
17,0.5376522999999906,537.6522999999906
18,0.5376403000000209,537.6403000000209
19,0.5368237000000136,536.8237000000136
20,0.5326069000000189,532.6069000000189
21,0.558340699999917,558.340699999917
22,0.5544339000000491,554.4339000000491
23,0.5385799999999108,538.5799999999108
24,0.5460673000000043,546.0673000000043
25,0.5418511999998827,541.8511999998827
26,0.5507925000001705,550.7925000001705
27,0.5367463000000043,536.7463000000043
28,0.5426623000000745,542.6623000000745
29,0.5315015999999559,531.5015999999559
30,0.5406487000000197,540.6487000000197
31,0.5538205000000289,553.8205000000289
32,0.5511190000001989,551.1190000001989
33,0.5272230000000491,527.2230000000491
34,0.536086399999931,536.086399999931
35,0.5348618000000442,534.8618000000442
36,0.5491642999998021,549.1642999998021
37,0.5408368999999311,540.8368999999311
38,0.546962399999984,546.962399999984
39,0.5449871999999232,544.9871999999232
40,0.5649788000000626,564.9788000000626
41,0.5648999000000003,564.8999000000003
42,0.5562638999999763,556.2638999999763
43,0.5813054000000193,581.3054000000193
44,0.589087599999857,589.087599999857
45,0.6061864000000696,606.1864000000696
46,0.5963289999999688,596.3289999999688
47,0.601951999999983,601.951999999983
48,0.6480214999999134,648.0214999999134
49,0.6131677999999283,613.1677999999283
50,0.5787992999999005,578.7992999999005
51,0.5956443999998555,595.6443999998555
52,0.5973956999998791,597.3956999998791
53,0.5787780999999086,578.7780999999086
54,0.5942505000000438,594.2505000000438
55,0.5920294999998532,592.0294999998532
56,0.603993900000205,603.993900000205
57,0.5997815999999148,599.7815999999148
58,0.5946986000001289,594.6986000001289
59,0.6187612000001081,618.7612000001081
60,0.6024904000000788,602.4904000000788
61,0.5931006000000707,593.1006000000707
62,0.5966932999999699,596.6932999999699
63,0.5954793000000791,595.4793000000791
64,0.5992963000001055,599.2963000001055
65,0.6169191999999839,616.9191999999839
66,0.5807749999999032,580.7749999999032
67,0.6061360999999579,606.1360999999579
68,0.6023913999999877,602.3913999999877
69,0.6144600999998602,614.4600999998602
70,0.6011911000000509,601.1911000000509
71,0.5974922000000333,597.4922000000333
72,0.6136235000001307,613.6235000001307
73,0.5855578999999125,585.5578999999125
74,0.6038442000001396,603.8442000001396
75,0.601414400000067,601.414400000067
76,0.6033938999999009,603.3938999999009
77,0.623929999999973,623.929999999973
78,0.5941821000001255,594.1821000001255
79,0.5899028000001181,589.9028000001181
80,0.6027973000000202,602.7973000000202
81,0.591363900000033,591.363900000033
82,0.5964655000000221,596.4655000000221
83,0.5919825000000856,591.9825000000856
84,0.5737318000001324,573.7318000001324
85,0.5872928999999658,587.2928999999658
86,0.5860665999998673,586.0665999998673
87,0.5831026999999267,583.1026999999267
88,0.5809268000000429,580.9268000000429
89,0.5902885000000424,590.2885000000424
90,0.5883237999998983,588.3237999998983
91,0.5939498000000185,593.9498000000185
92,0.5908412000001135,590.8412000001135
93,0.6035322999998698,603.5322999998698
94,0.619281699999874,619.281699999874
95,0.6091596999999638,609.1596999999638
96,0.5849931999998716,584.9931999998716
97,0.5873822000000928,587.3822000000928
98,0.6001166000000921,600.1166000000921
99,0.6093604000000141,609.3604000000141
100,0.5802590000000691,580.2590000000691
