trial,seconds,ms
1,1.2113369999997303,1211.3369999997303
2,1.1799075999997513,1179.9075999997513
3,1.1769787000002907,1176.9787000002907
4,1.1879088999994565,1187.9088999994565
5,1.1807848999997077,1180.7848999997077
6,1.178919400000268,1178.919400000268
7,1.187181899999814,1187.181899999814
8,1.1552619000003688,1155.2619000003688
9,1.1034779999999955,1103.4779999999955
10,1.1676131000003807,1167.6131000003807
11,1.190443000000414,1190.443000000414
12,1.1890778999995746,1189.0778999995746
13,1.194036099999721,1194.036099999721
14,1.1761276000006546,1176.1276000006546
15,1.1512438999998267,1151.2438999998267
16,1.1636456000005637,1163.6456000005637
17,1.1711021000000983,1171.1021000000983
18,1.1685148000005938,1168.5148000005938
19,1.182505200000378,1182.505200000378
20,1.1903701000001092,1190.3701000001092
21,1.1681527000000642,1168.1527000000642
22,1.1381264999999985,1138.1264999999985
23,1.183435100000679,1183.435100000679
24,1.1776221999998597,1177.6221999998597
25,1.1876359999996566,1187.6359999996566
26,1.196443800000452,1196.443800000452
27,1.183548700000756,1183.548700000756
28,1.1416346999994857,1141.6346999994857
29,1.1757281000000148,1175.7281000000148
30,1.1899234000002252,1189.9234000002252
31,1.1930597999999009,1193.0597999999009
32,1.1854876999996122,1185.4876999996122
33,1.1548487000000023,1154.8487000000023
34,1.078642200000104,1078.642200000104
35,1.1361407000003965,1136.1407000003965
36,1.1886368999994374,1188.6368999994374
37,1.1854368999993312,1185.4368999993312
38,1.1913613999995505,1191.3613999995505
39,1.18854680000004,1188.54680000004
40,1.137232899999617,1137.232899999617
41,1.1578612999992401,1157.8612999992401
42,1.187733499999922,1187.733499999922
43,1.2002718999992794,1200.2718999992794
44,1.1868299999996452,1186.8299999996452
45,1.1979844999996203,1197.9844999996203
46,1.1254335000003266,1125.4335000003266
47,1.1486325999994733,1148.6325999994733
48,1.1908370000001014,1190.8370000001014
49,1.181096900000739,1181.096900000739
50,1.1917688000003182,1191.7688000003182
51,1.1923419000004287,1192.3419000004287
52,1.1428047999997943,1142.8047999997943
53,1.0957005999998728,1095.7005999998728
54,1.1810854000004838,1181.0854000004838
55,1.2012667999997575,1201.2667999997575
56,1.1857797000002392,1185.7797000002392
57,1.178373499999907,1178.373499999907
58,1.1718504999998913,1171.8504999998913
59,1.1494997999998304,1149.4997999998304
60,1.171043300000747,1171.043300000747
61,1.1871562999995149,1187.1562999995149
62,1.1864009000000806,1186.4009000000806
63,1.1764821999995547,1176.4821999995547
64,1.1835778000004211,1183.5778000004211
65,1.159412500000144,1159.412500000144
66,1.1917813000000024,1191.7813000000024
67,1.1850862000001143,1185.0862000001143
68,1.1838726999994833,1183.8726999994833
69,1.172702599999866,1172.702599999866
70,1.16603429999941,1166.03429999941
71,1.1867324000004373,1186.7324000004373
72,1.1951810000000478,1195.1810000000478
73,1.1890339999999924,1189.0339999999924
74,1.1717423000000053,1171.7423000000053
75,1.1812174000006053,1181.2174000006053
76,1.1491716000000451,1149.1716000000451
77,1.1629249000006894,1162.9249000006894
78,1.200963999999658,1200.963999999658
79,1.146227600000202,1146.227600000202
80,1.189072899999701,1189.072899999701
81,1.1858819000008225,1185.8819000008225
82,1.1734720000004017,1173.4720000004017
83,1.1825307999997676,1182.5307999997676
84,1.1904619000006278,1190.4619000006278
85,1.1891554000003453,1189.1554000003453
86,1.1680653000003076,1168.0653000003076
87,1.185922899999241,1185.922899999241
88,1.1708232999999382,1170.8232999999382
89,1.1754166999999143,1175.4166999999143
90,1.1993126999996093,1199.3126999996093
91,1.1989892000001419,1198.9892000001419
92,1.1858135000002221,1185.8135000002221
93,1.1816947000006621,1181.6947000006621
94,1.131100399999923,1131.100399999923
95,1.1646352999996452,1164.6352999996452
96,1.1831701000000976,1183.1701000000976
97,1.1953630999996676,1195.3630999996676
98,1.1903042000003552,1190.3042000003552
99,1.1720607999995991,1172.060799999599
100,1.1433294999997088,1143.3294999997088
