trial,seconds,ms
1,0.5584174000005078,558.4174000005078
2,0.5005633999999191,500.56339999991906
3,0.5344337000005908,534.4337000005908
4,0.5233932000001005,523.3932000001005
5,0.555566899999576,555.566899999576
6,0.49718340000072203,497.18340000072203
7,0.5477474999997867,547.7474999997867
8,0.5416279000000941,541.6279000000941
9,0.5111895999998524,511.18959999985236
10,0.5446986999995715,544.6986999995715
11,0.5142171999996208,514.2171999996208
12,0.5538935999993555,553.8935999993555
13,0.5527747000005547,552.7747000005547
14,0.5515482999999222,551.5482999999222
15,0.5380648999998812,538.0648999998812
16,0.5366183000005549,536.6183000005549
17,0.5069372999996631,506.9372999996631
18,0.5273523000005298,527.3523000005298
19,0.5095391000004383,509.53910000043834
20,0.5151760000007926,515.1760000007926
21,0.4829380000001038,482.9380000001038
22,0.5431125000004613,543.1125000004613
23,0.5163167999999132,516.3167999999132
24,0.5501056000002791,550.1056000002791
25,0.5124327000003177,512.4327000003177
26,0.5430355999997118,543.0355999997118
27,0.5428679000006014,542.8679000006014
28,0.5602661000002627,560.2661000002627
29,0.5511612999998761,551.1612999998761
30,0.5517450000006647,551.7450000006647
31,0.5411303999999291,541.1303999999291
32,0.5459732999997868,545.9732999997868
33,0.5368305000001783,536.8305000001783
34,0.49733029999970313,497.33029999970313
35,0.5568407999999181,556.8407999999181
36,0.5241668999997273,524.1668999997273
37,0.54240370000025,542.40370000025
38,0.49861370000053284,498.61370000053284
39,0.5665852000001905,566.5852000001905
40,0.507203500000287,507.203500000287
41,0.5449159999998301,544.9159999998301
42,0.5181272999998328,518.1272999998328
43,0.5117448999999397,511.74489999993966
44,0.5337882000003447,533.7882000003447
45,0.5584259999995993,558.4259999995993
46,0.5438927000004696,543.8927000004696
47,0.5339944999996078,533.9944999996078
48,0.5457782000003135,545.7782000003135
49,0.541991600000074,541.991600000074
50,0.5373295999997936,537.3295999997936
51,0.5180108000004111,518.0108000004111
52,0.5513645999999426,551.3645999999426
53,0.5275167999998303,527.5167999998303
54,0.5434924999999566,543.4924999999566
55,0.5202692000002571,520.2692000002571
56,0.560455799999545,560.455799999545
57,0.5338067000002411,533.8067000002411
58,0.5424526999995578,542.4526999995578
59,0.5445306999999957,544.5306999999957
60,0.5540640999997777,554.0640999997777
61,0.5230054000003292,523.0054000003292
62,0.5267989000003581,526.7989000003581
63,0.5451646999999866,545.1646999999866
64,0.5260380999998233,526.0380999998233
65,0.5445650999999998,544.5650999999998
66,0.5204831000000922,520.4831000000922
67,0.528992599999583,528.992599999583
68,0.5053198000005068,505.3198000005068
69,0.5525836000006166,552.5836000006166
70,0.5417543000003207,541.7543000003207
71,0.5387819999996282,538.7819999996282
72,0.5119955000000118,511.9955000000118
73,0.5511772999998357,551.1772999998357
74,0.5629969999999958,562.9969999999958
75,0.5601655000000392,560.1655000000392
76,0.5419443999999203,541.9443999999203
77,0.5443963999996413,544.3963999996413
78,0.5445279999994455,544.5279999994455
79,0.530471199999738,530.471199999738
80,0.5516404999998485,551.6404999998485
81,0.5581867000000784,558.1867000000784
82,0.5518216999998913,551.8216999998913
83,0.5337053000002925,533.7053000002925
84,0.5646882999999434,564.6882999999434
85,0.5724853000001531,572.4853000001531
86,0.5574699999997392,557.4699999997392
87,0.5180334999995466,518.0334999995466
88,0.5233007999995607,523.3007999995607
89,0.564763700000185,564.763700000185
90,0.5627980999997817,562.7980999997817
91,0.5493898000004265,549.3898000004265
92,0.5502772999998342,550.2772999998342
93,0.5562835000000632,556.2835000000632
94,0.564641500000107,564.641500000107
95,0.5691396000001987,569.1396000001987
96,0.5615482000002885,561.5482000002885
97,0.5517004000002999,551.7004000002999
98,0.5618670000003476,561.8670000003476
99,0.5588178999996671,558.8178999996671
100,0.5506828999996287,550.6828999996287
