trial,seconds,ms
1,1.7790663000005225,1779.0663000005225
2,1.7313764999998966,1731.3764999998966
3,1.7690977000002022,1769.0977000002022
4,1.7673351000003095,1767.3351000003095
5,1.7765756999997393,1776.5756999997393
6,1.742227599999751,1742.227599999751
7,1.7687791000007564,1768.7791000007564
8,1.7505209000000832,1750.5209000000832
9,1.7465382999998837,1746.5382999998837
10,1.7480970000005982,1748.0970000005982
11,1.7801927999998952,1780.1927999998952
12,1.7716998999994757,1771.6998999994757
13,1.7625295999996524,1762.5295999996524
14,1.7630349999999453,1763.0349999999453
15,1.7520229000001564,1752.0229000001564
16,1.8059554999999818,1805.9554999999818
17,1.7650668999995105,1765.0668999995105
18,1.7532318000003215,1753.2318000003215
19,1.7666931999992812,1766.6931999992812
20,1.7785260000000562,1778.5260000000562
21,1.7423251000000164,1742.3251000000164
22,1.7825105000001713,1782.5105000001713
23,1.7833325999999943,1783.3325999999943
24,1.7707282000001214,1770.7282000001214
25,1.7852265000001353,1785.2265000001353
26,1.7759288999995988,1775.9288999995988
27,1.7617191999997885,1761.7191999997885
28,1.7712117000000944,1771.2117000000944
29,1.743734399999994,1743.734399999994
30,1.7529761999994662,1752.9761999994662
31,1.7756357999996908,1775.6357999996908
32,1.7787183999998888,1778.7183999998888
33,1.7646295000004102,1764.6295000004102
34,1.7418082999993203,1741.8082999993203
35,1.7690632000003461,1769.0632000003461
36,1.728624999999738,1728.624999999738
37,1.7708615000001373,1770.8615000001373
38,1.7496262999993633,1749.6262999993633
39,1.7548962000000756,1754.8962000000756
40,1.7518804000001182,1751.8804000001182
41,1.7342122000000018,1734.2122000000018
42,1.736015899999984,1736.015899999984
43,1.7748666000006779,1774.8666000006779
44,1.7572761000001265,1757.2761000001265
45,1.775862600000437,1775.862600000437
46,1.7941845000004832,1794.1845000004832
47,1.7815644000002067,1781.5644000002067
48,1.7481250000000728,1748.1250000000728
49,1.815464499999507,1815.464499999507
50,1.7456849000000147,1745.6849000000147
51,1.7749990000002072,1774.9990000002072
52,1.7531504999997196,1753.1504999997196
53,1.7668766999995569,1766.8766999995569
54,1.7487588000003598,1748.7588000003598
55,1.767152200000055,1767.152200000055
56,1.7733377000004111,1773.3377000004111
57,1.774847800000316,1774.847800000316
58,1.7323604000002888,1732.3604000002888
59,1.7532842000000528,1753.2842000000528
60,1.7663056999999753,1766.3056999999753
61,1.7566385999998602,1756.6385999998602
62,1.7424959999998464,1742.4959999998464
63,1.7704971000002843,1770.4971000002843
64,1.7609284999998636,1760.9284999998636
65,1.7616028000002188,1761.6028000002188
66,1.7365736000001561,1736.5736000001561
67,1.7525462000003245,1752.5462000003245
68,1.7646073000005345,1764.6073000005345
69,1.7640086999999767,1764.0086999999767
70,1.7400344999996378,1740.0344999996378
71,1.7676995000001625,1767.6995000001625
72,1.7751711999999316,1775.1711999999316
73,1.7761295000000246,1776.1295000000246
74,1.7536605999994208,1753.6605999994208
75,1.754243100000167,1754.243100000167
76,1.7519160000001648,1751.9160000001648
77,1.7603087999996205,1760.3087999996205
78,1.7618584000001647,1761.8584000001647
79,1.7782341000001907,1778.2341000001907
80,1.782624499999656,1782.624499999656
81,1.7798587999996016,1779.8587999996016
82,1.7576108999992357,1757.6108999992357
83,1.7962090000000899,1796.2090000000899
84,1.7709441000006336,1770.9441000006336
85,1.796724699999686,1796.724699999686
86,1.7802751000008357,1780.2751000008357
87,1.774638199999572,1774.638199999572
88,1.7818735000000743,1781.8735000000743
89,1.7820544000005611,1782.0544000005611
90,1.7801127000002452,1780.1127000002452
91,1.770863400000053,1770.863400000053
92,1.7850166000007448,1785.0166000007448
93,1.7752106999996613,1775.2106999996613
94,1.7802002999997057,1780.2002999997057
95,1.7858279000001858,1785.8279000001858
96,1.796582899999521,1796.582899999521
97,1.7753620000003139,1775.3620000003139
98,1.7592611999998553,1759.2611999998553
99,1.7465609999999288,1746.5609999999288
100,1.7658511999998154,1765.8511999998154
