trial,seconds,ms,parse_ok,prompt_tokens,output_tokens,total_ms_ollama,load_ms_ollama,prompt_eval_ms_ollama,eval_ms_ollama,error
1,0.625174300000026,625.174300000026,1,205,7,621.2649,213.2404,60.158,331.8795,
2,0.6529305000001386,652.9305000001386,1,205,7,650.6525,228.7625,61.3452,349.6461,
3,0.6353038000002016,635.3038000002016,1,205,7,632.8941,208.4219,64.3297,350.6047,
4,0.6141834000000017,614.1834000000017,1,205,7,610.8532,200.6155,59.3649,336.2667,
5,0.6296304999998483,629.6304999998483,1,205,7,625.9643,228.986,55.13,330.3962,
6,0.6940091000001303,694.0091000001303,1,205,7,690.7206,271.8823,55.8381,348.2732,
7,0.6130546000001686,613.0546000001686,1,205,7,607.6632,191.2715,62.5836,343.7857,
8,0.6492392000000109,649.2392000000109,1,205,7,645.1312,239.4628,55.5819,335.2636,
9,0.6623124999998709,662.3124999998709,1,205,7,658.0273,253.9947,59.548,333.3297,
10,0.6566609999999855,656.6609999999855,1,205,7,652.3111,236.9844,59.8068,347.4901,
11,0.6647260000002007,664.7260000002007,1,205,7,660.9023,249.265,58.7107,341.2095,
12,0.6519696000000295,651.9696000000295,1,205,7,648.6067,223.0084,60.2682,357.0782,
13,0.6507019000000582,650.7019000000582,1,205,7,646.4917,243.2903,59.8292,335.1421,
14,0.6911027999999533,691.1027999999533,1,205,7,686.2731,276.8951,57.3133,343.1457,
15,0.6487463000000844,648.7463000000844,1,205,7,645.0019,236.2314,58.9762,340.5018,
16,0.6713861999999153,671.3861999999153,1,205,7,669.3504,263.3179,60.2699,333.1231,
17,0.6807426999998825,680.7426999998825,1,205,7,676.7622,270.5282,57.4646,338.156,
18,0.6582281999999395,658.2281999999395,1,205,7,653.5781,250.2225,54.6502,332.9068,
19,0.6716691999999966,671.6691999999966,1,205,7,667.4897,257.8266,58.6888,339.0615,
20,0.6843648000001394,684.3648000001394,1,205,7,681.5822,276.433,57.1852,337.0999,
21,0.675088199999891,675.088199999891,1,205,7,671.1991,255.3494,60.4206,343.0139,
22,0.6851176000000123,685.1176000000123,1,205,7,680.247,240.2943,61.2374,367.4443,
23,0.671738699999878,671.738699999878,1,205,7,667.968,269.247,55.245,326.3405,
24,0.6738844999999856,673.8844999999856,1,205,7,670.814,265.2594,56.2489,338.4154,
25,0.6552460000000337,655.2460000000337,1,205,7,651.0223,245.2247,58.2349,339.7599,
26,0.6292003000000932,629.2003000000932,1,205,7,626.5746,226.9882,53.632,334.5592,
27,0.6287065999999868,628.7065999999868,1,205,7,624.7716,221.6521,64.4145,330.9165,
28,0.6617032999999992,661.7032999999992,1,205,7,656.9425,255.0868,56.9293,330.6162,
29,0.6709665999999288,670.9665999999288,1,205,7,667.8414,259.2084,59.254,339.7287,
30,0.6541684999999688,654.1684999999688,1,205,7,649.9469,238.6892,57.1342,341.8181,
31,0.6683272000000215,668.3272000000215,1,205,7,664.3536,244.6545,54.5782,350.0435,
32,0.678980700000011,678.980700000011,1,205,7,675.5079,234.0694,62.6659,369.3366,
33,0.6446149999999307,644.6149999999307,1,205,7,640.8021,235.7282,59.9382,330.0245,
34,0.6759010999999191,675.9010999999191,1,205,7,674.0185,266.9997,58.5598,333.986,
35,0.6765715999999884,676.5715999999884,1,205,7,671.6838,263.7416,59.7093,333.3449,
36,0.6157564999998613,615.7564999998613,1,205,7,611.2583,208.3557,55.1018,326.889,
37,0.6638010000001486,663.8010000001486,1,205,7,662.2689,259.5991,51.5786,327.7703,
38,0.6703833000001396,670.3833000001396,1,205,7,667.094,257.0275,58.2635,343.8214,
39,0.620661200000086,620.661200000086,1,205,7,617.319,217.7949,56.9652,327.5091,
40,0.6786853999999494,678.6853999999494,1,205,7,676.3291,274.6292,54.8304,328.7551,
41,0.6563068000000385,656.3068000000385,1,205,7,652.5304,238.6782,57.9712,341.7384,
42,0.6389166999999816,638.9166999999816,1,205,7,634.8132,214.7577,63.5534,343.5467,
43,0.6600621000000046,660.0621000000046,1,205,7,655.7472,254.5145,55.8794,336.0179,
44,0.6555891999998948,655.5891999998948,1,205,7,651.7078,252.5408,56.7016,324.1649,
45,0.6506336999998439,650.6336999998439,1,205,7,647.8611,248.1852,57.3368,333.4426,
46,0.6484110999999757,648.4110999999757,1,205,7,645.4144,245.9276,57.6158,331.813,
47,0.6549749000000702,654.9749000000702,1,205,7,650.9834,248.7069,56.8318,335.1938,
48,0.6642059999999219,664.2059999999219,1,205,7,660.9241,256.5938,61.4357,327.0429,
49,0.6572727999998733,657.2727999998733,1,205,7,654.8498,250.6435,57.9987,330.8875,
50,0.6678649000000405,667.8649000000405,1,205,7,664.0182,265.7341,57.2226,329.5123,
51,0.6578875000000153,657.8875000000153,1,205,7,653.8735,244.6901,57.3061,345.673,
52,0.6826857000000928,682.6857000000928,1,205,7,679.4566,261.2793,58.2105,352.5707,
53,0.6563101000001552,656.3101000001552,1,205,7,651.5065,256.4377,53.3121,331.6889,
54,0.6722403999999642,672.2403999999642,1,205,7,669.3177,270.0572,56.1951,330.6705,
55,0.6536383000000114,653.6383000000114,1,205,7,650.7905,250.4184,57.5982,330.2393,
56,0.6583737000000838,658.3737000000838,1,205,7,654.1786,262.5653,56.1524,323.9435,
57,0.6435433000001467,643.5433000001467,1,205,7,640.6908,238.718,57.3711,326.0559,
58,0.6749167000000398,674.9167000000398,1,205,7,670.9118,268.6022,57.1721,330.8014,
59,0.6560338999997839,656.0338999997839,1,205,7,653.5873,250.1455,55.5071,335.5176,
60,0.6738052999999127,673.8052999999127,1,205,7,669.7464,269.123,55.6104,328.344,
61,0.6634662000001299,663.4662000001299,1,205,7,659.6798,246.7545,55.5724,342.6591,
62,0.6821207999998933,682.1207999998933,1,205,7,678.902,243.3951,62.868,362.3191,
63,0.6619179000001623,661.9179000001623,1,205,7,657.4993,249.4468,56.6615,342.5899,
64,0.6643664999999146,664.3664999999146,1,205,7,660.9727,256.5054,57.3439,334.5514,
65,0.6473066000000927,647.3066000000927,1,205,7,644.0481,228.4958,57.7743,348.8557,
66,0.6665084999999635,666.5084999999635,1,205,7,664.7836,255.4236,57.1624,344.5546,
67,0.6762879999998859,676.2879999998859,1,205,7,671.3736,258.2545,56.7815,349.2072,
68,0.6259061000000656,625.9061000000656,1,205,7,621.1218,207.5097,57.0289,349.4332,
69,0.6727280000000064,672.7280000000064,1,205,7,668.6509,263.7126,63.8815,331.1137,
70,0.6868592999999237,686.8592999999237,1,205,7,683.7092,269.7385,59.5776,346.6492,
71,0.6495523999999477,649.5523999999477,1,205,7,644.6316,238.7008,56.5489,342.3469,
72,0.6824550000001182,682.4550000001182,1,205,7,678.131,253.52,60.7088,353.8269,
73,0.6831170999998903,683.1170999998903,1,205,7,679.0166,273.7992,57.1307,339.3818,
74,0.6241159999999581,624.1159999999581,1,205,7,619.9071,226.429,55.6678,327.1457,
75,0.6761188999998922,676.1188999998922,1,205,7,671.9181,271.8878,58.9279,327.7276,
76,0.6711499999998978,671.1499999998978,1,205,7,667.3404,272.2377,54.2922,321.0966,
77,0.6421307999999044,642.1307999999044,1,205,7,639.7117,238.3593,56.2202,336.1438,
78,0.671070200000031,671.070200000031,1,205,7,666.3469,257.2515,58.4695,340.4089,
79,0.6728359999999611,672.8359999999611,1,205,7,670.1804,270.6985,59.0218,328.3006,
80,0.6569765000001553,656.9765000001553,1,205,7,652.6349,253.9001,53.49,330.4715,
81,0.6712155000000166,671.2155000000166,1,205,7,668.6142,259.0002,56.4802,346.8539,
82,0.6743183000000954,674.3183000000954,1,205,7,669.972,251.8888,59.4535,349.8856,
83,0.6556655000001683,655.6655000001683,1,205,7,651.5868,250.3662,59.5684,332.8869,
84,0.652577600000086,652.577600000086,1,205,7,649.3534,247.8896,56.3688,338.1835,
85,0.6613508000000365,661.3508000000365,1,205,7,656.7822,256.0566,57.0158,331.4159,
86,0.6593837999998868,659.3837999998868,1,205,7,655.9082,259.6705,57.9566,323.9922,
87,0.6723010999999133,672.3010999999133,1,205,7,670.5066,273.1851,54.1109,323.6606,
88,0.660697300000038,660.697300000038,1,205,7,657.5357,263.9103,52.1102,321.0499,
89,0.6748096999999689,674.8096999999689,1,205,7,671.3166,268.973,58.6273,332.7094,
90,0.6674945000002026,667.4945000002026,1,205,7,664.9476,262.9412,57.2846,330.727,
91,0.6402345999999852,640.2345999999852,1,205,7,636.2448,232.229,55.8305,331.4326,
92,0.6822162999999364,682.2162999999364,1,205,7,678.5601,261.8158,58.5105,342.8258,
93,0.6673358999998982,667.3358999998982,1,205,7,663.5376,261.3355,59.2338,330.6105,
94,0.6415632000000642,641.5632000000642,1,205,7,637.0921,238.3841,54.1086,328.7732,
95,0.6709998999999698,670.9998999999698,1,205,7,668.0989,262.5672,56.8589,337.4712,
96,0.6629321999998865,662.9321999998865,1,205,7,658.7555,258.8157,58.5317,329.5964,
97,0.6357536000000437,635.7536000000437,1,205,7,631.7396,231.989,56.8065,332.4487,
98,0.6729376999999204,672.9376999999204,1,205,7,668.1284,262.6882,54.4697,331.0804,
99,0.667464500000051,667.464500000051,1,205,7,662.4285,262.2174,58.1561,326.4772,
100,0.6585625999998683,658.5625999998683,1,205,7,655.3837,254.3311,56.6843,332.7366,
101,0.6834304999999858,683.4304999999858,1,205,7,680.3521,263.8718,59.0279,348.2161,
102,0.6831742000001668,683.1742000001668,1,205,7,679.5894,251.4951,63.1145,356.3853,
103,0.6231697000000622,623.1697000000622,1,205,7,619.3685,216.8623,57.0715,333.7283,
104,0.6461618000000726,646.1618000000726,1,205,7,641.2004,241.0122,61.9359,326.7251,
105,0.6678451999998742,667.8451999998742,1,205,7,663.719,266.8093,56.3535,330.3652,
106,0.6395612999999685,639.5612999999685,1,205,7,635.1586,227.4486,56.7209,334.627,
107,0.6645684000000074,664.5684000000074,1,205,7,661.2187,256.3929,56.5718,330.3742,
108,0.6775748000000021,677.5748000000021,1,205,7,673.6884,271.1173,58.4391,331.7718,
109,0.6210234000000128,621.0234000000128,1,205,7,618.2556,222.2507,53.6636,327.7048,
110,0.6496612000000823,649.6612000000823,1,205,7,645.6588,243.0578,56.3078,331.7059,
111,0.667195300000003,667.195300000003,1,205,7,665.2662,259.5313,52.5564,336.1431,
112,0.6596320000001015,659.6320000001015,1,205,7,657.7813,241.5464,60.8256,342.3444,
113,0.6726473999999598,672.6473999999598,1,205,7,667.1551,263.6325,57.4746,329.1015,
114,0.6757305999999517,675.7305999999517,1,205,7,672.1294,269.4017,57.1109,334.1563,
115,0.656768399999919,656.768399999919,1,205,7,652.4278,249.0231,57.2272,338.6251,
116,0.6867536999998265,686.7536999998265,1,205,7,682.4186,272.9831,58.9207,340.5322,
117,0.6798194999998941,679.8194999998941,1,205,7,675.8342,273.4613,57.1995,334.68,
118,0.6650095999998484,665.0095999998484,1,205,7,660.3956,254.5686,59.2473,338.1666,
119,0.6669018000000051,666.9018000000051,1,205,7,662.5232,263.1279,57.7276,329.7962,
120,0.652411900000061,652.411900000061,1,205,7,648.8245,249.9684,56.388,330.1744,
121,0.6613594999998895,661.3594999998895,1,205,7,657.4359,246.1627,59.4767,342.0843,
122,0.6694876999999906,669.4876999999906,1,205,7,667.4762,246.3042,61.0069,349.7692,
123,0.6550449999999728,655.0449999999728,1,205,7,649.2149,254.6364,57.4511,324.032,
124,0.6536522999999761,653.6522999999761,1,205,7,649.6203,253.602,56.8848,324.4427,
125,0.6443389999999454,644.3389999999454,1,205,7,641.0125,245.9783,55.7822,320.4739,
126,0.6477499999998599,647.7499999998599,1,205,7,642.6784,246.2096,55.7772,328.1124,
127,0.6806781000000228,680.6781000000228,1,205,7,676.9181,271.5628,55.9444,335.9847,
128,0.668176399999993,668.176399999993,1,205,7,664.6541,261.082,56.215,333.228,
129,0.6229940000000624,622.9940000000624,1,205,7,619.3925,219.4478,56.8755,333.7675,
130,0.6726994999999079,672.6994999999079,1,205,7,669.0801,271.0338,58.8782,329.779,
131,0.6729007999999794,672.9007999999794,1,205,7,667.6228,258.5514,56.0189,341.2863,
132,0.6504976000001079,650.4976000001079,1,205,7,645.5974,220.7672,60.6686,353.3644,
133,0.6720467000000099,672.0467000000099,1,205,7,667.7464,269.1753,55.0872,330.306,
134,0.6814574999998513,681.4574999998513,1,205,7,676.7163,275.235,56.8412,335.4865,
135,0.651664700000083,651.664700000083,1,205,7,646.5654,246.8284,56.7082,334.8425,
136,0.6739840999998705,673.9840999998705,1,205,7,669.9692,264.5351,58.4323,334.7453,
137,0.6715128000000732,671.5128000000732,1,205,7,667.75,261.1717,63.67,331.1352,
138,0.6623704999999518,662.3704999999518,1,205,7,658.9198,254.8101,52.6677,335.1405,
139,0.6759285999999065,675.9285999999065,1,205,7,670.5922,269.3821,56.9759,330.0751,
140,0.6828858999999738,682.8858999999738,1,205,7,678.9778,276.064,57.4141,331.379,
141,0.6290306999999302,629.0306999999302,1,205,7,626.5197,220.625,58.7386,338.5984,
142,0.6697844000000259,669.7844000000259,1,205,7,667.0883,243.1133,61.0734,352.0319,
143,0.67779900000005,677.79900000005,1,205,7,673.3417,269.7003,55.8301,341.4335,
144,0.612596799999892,612.596799999892,1,205,7,607.6891,208.3402,55.6757,334.0046,
145,0.6682674999999563,668.2674999999563,1,205,7,664.3579,266.2411,55.8389,326.8771,
146,0.6569389999999657,656.9389999999657,1,205,7,653.1389,259.6098,55.4918,321.3871,
147,0.6462147999998251,646.2147999998251,1,205,7,642.9935,241.5152,57.6903,333.6773,
148,0.6759287999998378,675.9287999998378,1,205,7,670.6941,264.0293,56.8437,342.019,
149,0.6690009999999802,669.0009999999802,1,205,7,663.5777,269.7583,55.5437,331.9251,
150,0.6326792999998361,632.6792999998361,1,205,7,630.5404,231.1378,59.9477,331.3937,
151,0.671618399999943,671.618399999943,1,205,7,667.1157,254.8346,56.3767,345.8377,
152,0.6851080999999795,685.1080999999795,1,205,7,682.1776,259.774,61.7504,349.8653,
153,0.6509074999999029,650.9074999999029,1,205,7,646.348,249.4395,59.9021,329.9063,
154,0.6696924000000308,669.6924000000308,1,205,7,666.2544,262.8474,57.5116,338.0492,
155,0.6686259999999038,668.6259999999038,1,205,7,664.6132,257.2902,56.0292,339.5257,
156,0.6676296999999067,667.6296999999067,1,205,7,662.9905,256.2765,59.3252,339.0028,
157,0.6920939999999973,692.0939999999973,1,205,7,688.4947,276.1749,57.8241,341.2478,
