trial,seconds,ms,parse_ok,prompt_tokens,output_tokens,total_ms_ollama,load_ms_ollama,prompt_eval_ms_ollama,eval_ms_ollama,error
80,0.5866153000001759,586.6153000001759,1,205,7,584.5471,163.5772,58.2545,351.4918,
81,0.5908486999999241,590.8486999999241,1,205,7,588.2947,156.7049,59.0221,358.3987,
82,0.5755192999999963,575.5192999999963,1,205,7,573.2172,148.6021,59.184,352.0429,
83,0.5762969999998404,576.2969999998404,1,205,7,573.8466,151.5946,59.5677,349.0098,
84,0.5770795000000817,577.0795000000817,1,205,7,574.1249,155.3057,57.5011,349.2152,
85,0.5737167999998292,573.7167999998292,1,205,7,570.1952,148.3338,56.83,349.0701,
86,0.5832470999998804,583.2470999998804,1,205,7,579.8046,162.9938,58.2557,350.8832,
87,0.5867168999998285,586.7168999998285,1,205,7,583.3349,158.8796,60.9171,351.5644,
88,0.5772898000000168,577.2898000000168,1,205,7,573.0554,154.9683,59.8321,343.2319,
89,0.5808392999999796,580.8392999999796,1,205,7,578.5145,159.5627,55.7949,350.2202,
90,0.56892989999983,568.92989999983,1,205,7,565.9459,150.7649,56.791,344.9556,
91,0.5745515000000978,574.5515000000978,1,205,7,571.2857,147.09,60.0655,352.8925,
92,0.5864839999999276,586.4839999999276,1,205,7,582.7794,166.9988,56.4479,345.2611,
93,0.5799262999998973,579.9262999998973,1,205,7,576.4186,156.5564,57.715,346.4488,
94,0.5853046000001996,585.3046000001996,1,205,7,580.9969,160.6215,57.514,347.8819,
95,0.5861570999998094,586.1570999998094,1,205,7,582.4503,159.5168,58.9948,348.2157,
96,0.5908054999999877,590.8054999999877,1,205,7,586.4395,161.731,56.219,353.8288,
97,0.5750014000000192,575.0014000000192,1,205,7,572.572,149.4067,60.1743,352.6191,
98,0.5868322999999691,586.8322999999691,1,205,7,584.3599,153.754,61.4777,351.1749,
99,0.5960460999999668,596.0460999999668,1,205,7,592.7982,159.0974,59.9057,350.0018,
100,0.5771218999998382,577.1218999998382,1,205,7,574.2625,146.8147,58.5879,348.1145,
